月份,频道,行业大类,时长(分),投放占比
,甘肃卫视,金融/投资行业,3,0.0032
,甘肃卫视,家用电器,2,0.0022
,甘肃卫视,个人用品,2,0.0022
,甘肃卫视,交通,1,0.0015
,甘肃卫视,清洁用品,1,0.0007
,甘肃卫视,衣着,1,0.0007
,甘肃卫视,互联网,0,0.0004
11,甘肃卫视,药品,304,0.3804
,甘肃卫视,商业/服务性行业,188,0.2345
,甘肃卫视,酒类,127,0.1588
,甘肃卫视,娱乐及休闲,74,0.093
,甘肃卫视,饮料,72,0.0902
,甘肃卫视,化妆品/浴室用品,14,0.017
,甘肃卫视,金融/投资行业,7,0.0092
,甘肃卫视,工业,6,0.0072
,甘肃卫视,食品,3,0.0041
,甘肃卫视,个人用品,1,0.0014
,甘肃卫视,互联网,1,0.001
,甘肃卫视,衣着,1,0.0007
,甘肃卫视,农业,1,0.0007
,甘肃卫视,清洁用品,1,0.0007
,甘肃卫视,家居,1,0.0007
,甘肃卫视,家用电器,0,0.0005
6,西藏卫视,娱乐及休闲,181,0.4517
,西藏卫视,饮料,175,0.4368
,西藏卫视,房地产/建筑工程行业,30,0.0749
,西藏卫视,互联网,27,0.0667
,西藏卫视,工业,15,0.0375
,西藏卫视,食品,9,0.0224
,西藏卫视,金融/投资行业,8,0.0188
7,西藏卫视,娱乐及休闲,193,0.4833
,西藏卫视,饮料,158,0.3959
,西藏卫视,房地产/建筑工程行业,31,0.0775
,西藏卫视,金融/投资行业,18,0.0442
,西藏卫视,工业,16,0.0389
,西藏卫视,食品,9,0.0232
,西藏卫视,化妆品/浴室用品,4,0.01
8,西藏卫视,娱乐及休闲,126,0.4188
,西藏卫视,饮料,115,0.382
,西藏卫视,房地产/建筑工程行业,32,0.1056
,西藏卫视,金融/投资行业,23,0.0772
,西藏卫视,工业,16,0.0519
,西藏卫视,商业/服务性行业,10,0.0339
,西藏卫视,食品,9,0.0309
,西藏卫视,化妆品/浴室用品,1,0.0039
,西藏卫视,酒类,0,0.0001
9,西藏卫视,娱乐及休闲,121,0.402
,西藏卫视,饮料,90,0.2993
,西藏卫视,房地产/建筑工程行业,37,0.1222
,西藏卫视,金融/投资行业,22,0.0723
,西藏卫视,商业/服务性行业,17,0.0568
,西藏卫视,工业,15,0.0485
,西藏卫视,食品,9,0.0289
10,西藏卫视,娱乐及休闲,106,0.5311
,西藏卫视,饮料,95,0.4774
,西藏卫视,房地产/建筑工程行业,38,0.1885
,西藏卫视,金融/投资行业,22,0.1123
,西藏卫视,工业,15,0.0751
,西藏卫视,食品,9,0.0449
,西藏卫视,商业/服务性行业,8,0.0382
11,西藏卫视,娱乐及休闲,104,0.348
,西藏卫视,饮料,102,0.3384
,西藏卫视,药品,66,0.2198
,西藏卫视,房地产/建筑工程行业,37,0.1248
,西藏卫视,金融/投资行业,22,0.075
,西藏卫视,工业,15,0.05
,西藏卫视,食品,9,0.0299
6,海南卫视,娱乐及休闲,344,0.861
,海南卫视,酒类,52,0.1298
,海南卫视,食品,17,0.0416
,海南卫视,房地产/建筑工程行业,9,0.0224
,海南卫视,化妆品/浴室用品,6,0.0146
,海南卫视,互联网,4,0.0112
,海南卫视,工业,1,0.0031
,海南卫视,交通,0,0.0011
7,海南卫视,娱乐及休闲,63,0.6318
,海南卫视,酒类,42,0.4218
,海南卫视,食品,24,0.2371
,海南卫视,交通,19,0.1925
,海南卫视,个人用品,18,0.1781
,海南卫视,化妆品/浴室用品,5,0.0523
,海南卫视,数码/电脑/办公用品,5,0.0499
,海南卫视,家用电器,5,0.046
,海南卫视,互联网,3,0.0349
,海南卫视,工业,2,0.0182
,海南卫视,饮料,1,0.0082
,海南卫视,衣着,1,0.0075
8,海南卫视,娱乐及休闲,65,0.6495
,海南卫视,酒类,40,0.3986
,海南卫视,交通,21,0.2104
,海南卫视,食品,16,0.1566
,海南卫视,化妆品/浴室用品,5,0.0466
,海南卫视,互联网,4,0.0399
,海南卫视,饮料,3,0.0255
9,海南卫视,娱乐及休闲,90,0.2999
,海南卫视,酒类,90,0.2998
,海南卫视,交通,80,0.267
,海南卫视,饮料,20,0.0664
,海南卫视,食品,16,0.0522
,海南卫视,房地产/建筑工程行业,6,0.0208
,海南卫视,化妆品/浴室用品,6,0.0194
,海南卫视,互联网,5,0.0166
,海南卫视,数码/电脑/办公用品,1,0.0046
,海南卫视,家居,0,0.0014
10,海南卫视,酒类,95,0.4768
,海南卫视,娱乐及休闲,65,0.3227
,海南卫视,交通,26,0.1275
,海南卫视,饮料,20,0.1015
,海南卫视,食品,15,0.0768
,海南卫视,房地产/建筑工程行业,6,0.0313
,海南卫视,化妆品/浴室用品,5,0.0232
,海南卫视,数码/电脑/办公用品,2,0.0095
,海南卫视,家用电器,1,0.0054
11,海南卫视,交通,255,0.6373
,海南卫视,酒类,65,0.1628
,海南卫视,娱乐及休闲,47,0.1165
,海南卫视,饮料,20,0.0499
,海南卫视,房地产/建筑工程行业,19,0.0468
,海南卫视,食品,15,0.0376
,海南卫视,商业/服务性行业,10,0.0242
,海南卫视,化妆品/浴室用品,5,0.0116
,海南卫视,家用电器,4,0.0106
,海南卫视,家居,0,0.001
